Date,Open,High,Low,Close,Adj Close,Volume
2018-07-27,820.536987,859.588989,817.843994,854.382019,808.880798,887244
2018-07-30,858.242981,861.340027,841.633972,850.432007,805.141113,371136
2018-07-31,849.669006,852.856018,833.106018,847.963989,802.804565,186132
2018-08-01,848.367981,857.344971,837.236023,840.557007,795.792053,339940
2018-08-02,842.083008,846.033020,828.706970,831.265991,786.995850,233057
2018-08-03,832.297974,848.007996,832.297974,838.403015,793.752747,214055
2018-08-06,842.083008,852.406982,836.697021,841.500000,796.684814,239101
2018-08-07,843.879028,849.893982,837.640015,842.307983,797.449768,379759
2018-08-08,844.776978,849.265015,831.758972,836.112976,791.584656,327869
2018-08-09,834.901001,836.067993,818.518005,822.242981,778.453369,332862
2018-08-10,820.536987,828.931030,812.458008,820.671997,776.966064,312039
2018-08-13,816.947021,830.367981,808.013977,822.872009,779.048889,532142
2018-08-14,822.960999,825.609985,812.591980,816.408020,772.929138,169926
2018-08-16,811.559998,831.669006,810.078979,819.505005,775.861206,577296
2018-08-17,827.450012,840.288025,817.843994,835.575012,791.075378,447748
2018-08-20,834.901001,848.682007,832.971008,845.046021,800.041992,303751
2018-08-21,845.224976,923.643005,844.776978,904.252014,856.094910,3832059
2018-08-23,894.151978,908.515991,880.866028,902.591003,854.522339,1276041
2018-08-24,902.231995,907.619019,882.481995,888.002991,840.711243,768591
2018-08-27,893.210022,907.619019,889.978027,899.583984,851.675476,616628
2018-08-28,906.721008,906.721008,884.502014,887.508972,840.243530,440858
2018-08-29,893.255005,903.982971,885.489014,887.689026,840.414001,540703
2018-08-30,908.427002,924.450989,897.609009,901.379028,853.374939,1762020
2018-08-31,906.765991,910.940002,885.174988,894.062988,846.448486,638312
2018-09-03,896.846008,931.138977,884.367004,914.081970,865.401367,1300592
2018-09-04,914.081970,932.620972,883.109985,889.797974,842.410645,1305944
2018-09-05,893.255005,901.692993,865.469971,889.349976,841.986511,778270
2018-09-06,888.765991,923.193970,884.367004,913.094971,864.466919,1248081
2018-09-07,920.187012,920.546021,900.211975,908.651001,860.259644,570967
2018-09-10,909.817993,913.903015,888.765991,894.466980,846.830933,442604
2018-09-11,899.898010,904.028015,873.549011,881.494019,834.548950,416171
2018-09-12,881.315002,887.508972,863.718994,873.862976,827.324280,685175
2018-09-14,880.327026,892.312012,876.377014,887.150024,839.903687,538712
2018-09-17,884.367004,907.932983,875.299988,898.507019,850.655884,616659
2018-09-18,902.007996,907.260010,879.789001,880.685974,833.783875,390464
2018-09-19,886.072998,890.517029,872.067993,876.286987,829.619202,573969
2018-09-21,890.560974,890.560974,744.857971,848.098022,802.931458,1216820
2018-09-24,851.060974,853.888977,793.604980,804.557983,761.710205,617972
2018-09-25,799.171021,810.169006,780.856995,800.382996,757.757568,543592
2018-09-26,809.315979,822.109009,796.478027,813.176025,769.869324,389064
2018-09-27,812.367981,817.575012,775.695007,783.190979,741.481079,1222088
2018-09-28,784.627991,792.706970,721.112000,736.913025,697.667786,1273295
2018-10-01,728.968018,781.486023,718.687988,777.984009,736.551453,870670
2018-10-03,772.059021,798.049011,762.677979,773.450989,732.259827,614574
2018-10-04,764.788025,768.872009,738.843018,755.271973,715.049011,737313
2018-10-05,755.002014,765.416016,734.937988,741.221985,701.747253,503502
2018-10-08,742.434021,750.737976,719.989990,742.479004,702.937317,1004022
2018-10-09,744.318970,761.106995,730.448975,750.513000,710.543457,482786
2018-10-10,750.513000,802.088989,750.468994,795.489990,753.125183,686771
2018-10-11,767.570984,782.114014,746.294006,760.971985,720.445435,474669
2018-10-12,769.276001,826.642029,769.276001,808.822021,765.747131,973491
2018-10-15,849.265015,851.375000,800.158997,812.054016,768.807007,2730837
2018-10-16,812.458008,839.390015,809.765015,835.619995,791.117981,1165090
2018-10-17,837.594971,845.270020,793.919006,803.031006,760.264526,1288215
2018-10-19,803.434998,821.075989,798.093994,814.836975,771.441772,728387
2018-10-22,816.049011,821.120972,792.706970,796.882019,754.442993,427402
2018-10-23,789.116028,805.815002,760.703003,779.062012,737.572021,654199
2018-10-24,791.809998,797.780029,772.507996,781.395996,739.781738,822024
2018-10-25,772.104004,786.872009,740.953003,748.987000,709.098755,2950843
2018-10-26,755.271973,784.627991,746.383972,761.421021,720.870544,1046962
2018-10-29,766.179016,803.390991,746.114990,775.650024,734.341797,4935211
2018-10-30,673.000000,718.500000,642.000000,713.650024,675.643677,3662675
2018-10-31,717.000000,740.000000,687.299988,694.950012,657.939514,1460373
2018-11-01,692.500000,705.900024,686.049988,689.650024,652.921814,877880
2018-11-02,693.950012,697.950012,681.500000,690.150024,653.395142,1737209
2018-11-05,691.650024,695.000000,668.500000,678.849976,642.696899,448615
2018-11-06,684.900024,702.049988,679.250000,681.950012,645.631897,494930
2018-11-07,684.900024,693.000000,680.099976,684.450012,647.998718,110940
2018-11-09,684.000000,696.000000,681.400024,686.400024,649.844910,316468
2018-11-12,689.950012,694.000000,680.099976,684.799988,648.330078,355120
2018-11-13,688.000000,701.450012,682.099976,698.299988,661.111145,425926
2018-11-14,703.900024,704.799988,671.250000,681.900024,645.584595,1010843
2018-11-15,687.000000,692.299988,679.250000,683.500000,647.099304,336096
2018-11-16,683.900024,689.500000,680.200012,687.049988,650.460266,684190
2018-11-19,687.950012,691.750000,680.349976,686.200012,649.655518,292607
2018-11-20,684.000000,693.000000,680.250000,682.650024,646.294617,261928
2018-11-21,684.000000,696.000000,679.500000,690.250000,653.489868,446951
2018-11-22,692.849976,696.799988,684.099976,687.450012,650.838989,234667
2018-11-26,691.500000,694.000000,670.700012,675.299988,639.335999,596424
2018-11-27,672.000000,693.500000,672.000000,690.299988,653.537170,520639
2018-11-28,690.299988,700.900024,689.500000,695.500000,658.460266,541261
2018-11-29,698.200012,702.000000,682.799988,693.900024,656.945496,534049
2018-11-30,694.000000,702.000000,682.099976,699.500000,662.247253,596273
2018-12-03,699.900024,718.950012,692.099976,698.049988,660.874451,1057635
2018-12-04,698.000000,713.000000,698.000000,710.500000,672.661377,471426
2018-12-05,709.000000,715.950012,694.849976,704.200012,666.696899,619527
2018-12-06,697.849976,705.950012,681.650024,697.849976,660.685120,456398
2018-12-07,698.700012,705.799988,686.000000,697.400024,660.259033,298546
2018-12-10,688.250000,693.900024,682.700012,686.250000,649.702881,185722
2018-12-11,680.000000,694.000000,677.250000,683.200012,646.815308,400948
2018-12-12,688.000000,698.200012,687.000000,690.150024,653.395142,195073
2018-12-13,692.700012,711.349976,692.650024,701.299988,663.951355,296494
2018-12-14,701.299988,711.000000,693.000000,698.849976,661.631775,430772
2018-12-17,698.000000,707.150024,693.150024,697.200012,660.069702,406375
2018-12-18,695.000000,703.500000,684.200012,687.599976,650.980957,425607
2018-12-19,690.099976,702.700012,688.900024,697.950012,660.779785,564118
2018-12-20,696.900024,726.000000,695.000000,717.200012,679.004578,973262
2018-12-21,724.000000,732.799988,681.299988,689.349976,652.637695,1441943
2018-12-24,693.500000,693.500000,665.500000,670.500000,634.791626,642468
2018-12-26,670.500000,673.000000,651.099976,667.150024,631.620056,651682
2018-12-27,673.000000,676.500000,665.200012,671.450012,635.691101,516840
2018-12-28,672.500000,686.250000,672.250000,674.750000,638.815308,489314
2018-12-31,678.500000,680.950012,666.250000,668.349976,632.756104,540330
2019-01-01,668.450012,677.750000,666.000000,671.299988,635.549011,263788
2019-01-02,670.849976,674.150024,663.500000,666.849976,631.335999,401406
2019-01-03,668.000000,670.500000,651.000000,653.700012,618.886353,294764
2019-01-04,655.849976,662.000000,647.049988,656.450012,621.489929,426772
2019-01-07,661.049988,665.950012,651.349976,653.700012,618.886353,340481
2019-01-08,653.099976,659.299988,650.599976,654.250000,619.407104,217280
2019-01-09,656.049988,666.000000,650.450012,653.950012,619.123047,512771
2019-01-10,656.000000,660.750000,652.150024,658.400024,623.336060,306740
2019-01-11,660.000000,685.000000,658.549988,682.049988,645.726501,1138245
2019-01-14,682.549988,693.000000,676.400024,683.250000,646.862610,1254254
2019-01-15,681.500000,691.900024,673.299988,688.750000,652.069702,438309
2019-01-16,688.000000,706.900024,688.000000,703.950012,666.460266,809976
2019-01-17,704.750000,706.400024,679.849976,686.150024,649.608215,710514
2019-01-18,686.150024,694.750000,682.099976,689.000000,652.306396,375606
2019-01-21,689.000000,691.950012,681.650024,683.099976,646.720581,136167
2019-01-22,683.400024,685.799988,666.000000,682.200012,645.868530,254723
2019-01-23,680.049988,691.000000,677.549988,679.099976,642.933655,242466
2019-01-24,682.000000,688.450012,675.200012,685.450012,648.945496,465373
2019-01-25,685.000000,693.750000,681.400024,688.299988,651.643677,736784
2019-01-28,685.000000,685.000000,658.150024,677.200012,641.134827,357765
2019-01-29,674.900024,689.950012,671.000000,679.500000,643.312378,345796
2019-01-30,682.500000,692.000000,677.799988,689.000000,652.306396,169132
2019-01-31,691.650024,698.799988,685.150024,693.900024,656.945496,437065
2019-02-01,696.049988,701.000000,684.049988,694.900024,657.892212,203538
2019-02-04,694.500000,694.799988,675.150024,681.700012,645.395203,187889
2019-02-05,682.000000,701.000000,669.700012,692.250000,655.383362,1852533
2019-02-06,690.000000,733.049988,685.849976,729.200012,690.365540,1007682
2019-02-07,731.000000,734.900024,714.349976,722.000000,683.548950,725265
2019-02-08,718.000000,731.000000,691.000000,695.950012,658.886292,582609
2019-02-11,690.000000,695.000000,672.200012,676.000000,639.998718,322622
2019-02-12,676.099976,691.000000,674.900024,686.750000,650.176270,333342
2019-02-14,678.000000,682.349976,672.500000,679.700012,660.328430,411350
2019-02-15,679.599976,682.049988,662.250000,678.650024,659.308350,618387
2019-02-18,678.400024,682.200012,660.000000,662.049988,643.181458,159891
2019-02-19,662.200012,669.299988,655.349976,657.849976,639.101135,203877
2019-02-20,658.950012,676.799988,658.950012,672.799988,653.625061,182213
2019-02-21,673.099976,686.000000,664.950012,667.349976,648.330383,380336
2019-02-22,669.849976,675.000000,666.049988,673.599976,654.402222,180793
2019-02-25,677.900024,678.299988,666.650024,675.450012,656.199524,234902
2019-02-26,670.000000,673.700012,660.000000,668.500000,649.447632,156972
2019-02-27,672.000000,685.000000,661.000000,668.349976,649.301880,334952
2019-02-28,672.000000,675.000000,662.900024,672.950012,653.770813,230688
2019-03-01,673.200012,691.599976,673.200012,685.599976,666.060242,316593
2019-03-05,686.000000,713.549988,686.000000,704.950012,684.858826,426187
2019-03-06,704.700012,719.799988,703.500000,711.549988,691.270691,256114
2019-03-07,712.099976,717.099976,693.900024,696.000000,676.163879,412253
2019-03-08,695.000000,704.700012,682.299988,688.250000,668.634766,435450
2019-03-11,688.000000,724.099976,688.000000,721.400024,700.839966,443564
2019-03-12,724.950012,743.400024,724.950012,729.700012,708.903442,670743
2019-03-13,730.000000,735.700012,726.049988,731.000000,710.166382,215399
2019-03-14,735.299988,741.000000,719.150024,726.700012,705.988892,289899
2019-03-15,727.799988,738.000000,719.000000,722.250000,701.665710,271205
2019-03-18,723.200012,739.000000,723.200012,733.700012,712.789429,188567
2019-03-19,734.599976,750.099976,732.200012,738.400024,717.355469,518865
2019-03-20,739.799988,744.000000,720.099976,722.549988,701.957153,200500
2019-03-22,723.000000,723.500000,706.400024,710.400024,690.153503,241423
2019-03-25,710.400024,711.799988,693.400024,699.700012,679.758423,294247
2019-03-26,702.900024,711.000000,701.599976,707.849976,687.676086,215639
2019-03-27,707.849976,724.849976,702.500000,715.549988,695.156677,302330
2019-03-28,716.900024,724.950012,714.349976,719.700012,699.188416,264265
2019-04-01,731.599976,740.000000,722.950012,725.099976,704.434509,199426
2019-04-02,725.000000,732.599976,723.000000,726.500000,705.794617,199914
2019-04-03,727.000000,733.549988,704.000000,706.750000,686.607483,162284
2019-04-04,702.599976,729.900024,700.400024,726.950012,706.231812,564223
2019-04-05,731.450012,741.299988,725.000000,732.000000,711.137878,551122
2019-04-08,732.700012,740.500000,730.549988,733.000000,712.109375,198882
2019-04-09,732.900024,743.049988,725.299988,729.349976,708.563354,428387
2019-04-10,729.900024,735.099976,715.000000,724.200012,703.560181,470215
2019-04-11,721.000000,727.049988,711.000000,715.650024,695.253845,345976
2019-04-12,715.650024,729.049988,715.000000,726.549988,705.843140,98918
2019-04-15,732.750000,749.900024,724.549988,746.650024,725.370361,346628
2019-04-16,752.000000,755.000000,740.450012,744.150024,722.941589,385896
2019-04-18,743.099976,744.950012,725.750000,730.400024,709.583496,245183
2019-04-22,727.500000,728.950012,695.099976,698.049988,678.155396,298543
2019-04-23,703.400024,705.900024,686.549988,689.200012,669.557678,373662
2019-04-24,689.200012,702.000000,668.349976,687.849976,668.246094,892738
2019-04-25,690.000000,705.250000,685.099976,688.599976,668.974731,448447
2019-04-26,682.000000,700.799988,682.000000,691.900024,672.180725,293326
2019-04-30,695.000000,701.900024,691.450012,701.250000,681.264221,474490
2019-05-02,701.000000,706.599976,690.250000,693.250000,673.492249,365616
2019-05-03,693.250000,700.400024,684.549988,694.950012,675.143799,153909
2019-05-06,691.500000,697.599976,680.099976,695.599976,675.775208,202132
2019-05-07,695.000000,700.900024,682.200012,683.549988,664.068665,151254
2019-05-08,686.900024,686.900024,669.000000,670.200012,651.099182,254357
2019-05-09,670.200012,672.200012,661.099976,667.849976,648.816101,203595
2019-05-10,667.799988,678.900024,667.799988,674.799988,655.568054,152857
2019-05-13,672.000000,677.450012,651.250000,654.349976,635.700867,247142
2019-05-14,649.099976,665.849976,642.599976,661.900024,643.035767,260575
2019-05-15,664.900024,669.900024,650.000000,651.799988,633.223572,161338
2019-05-16,653.000000,678.099976,643.849976,674.900024,655.665222,395951
2019-05-17,675.400024,679.650024,647.200012,663.049988,644.152954,819891
2019-05-20,682.000000,731.000000,676.000000,726.450012,705.746033,745565
2019-05-21,726.450012,730.349976,714.250000,717.200012,696.759644,271451
2019-05-22,718.000000,725.849976,711.049988,720.250000,699.722717,181732
2019-05-23,733.700012,741.450012,697.000000,726.549988,705.843140,321531
2019-05-24,724.349976,745.000000,724.349976,743.250000,722.067200,610202
2019-05-27,736.000000,757.900024,736.000000,748.150024,726.827576,382391
2019-05-28,748.349976,752.849976,722.000000,726.349976,705.648865,418167
2019-05-29,730.400024,734.400024,723.000000,728.150024,707.397583,180371
2019-05-30,729.250000,750.000000,723.099976,744.950012,723.718811,335059
2019-05-31,748.000000,755.799988,739.000000,744.849976,723.621582,373393
2019-06-03,747.000000,777.799988,739.250000,769.400024,747.471985,1257026
2019-06-04,771.000000,786.500000,771.000000,777.950012,755.778259,906040
2019-06-06,780.000000,784.650024,750.700012,761.750000,740.039978,540864
2019-06-07,768.200012,779.000000,758.700012,769.500000,747.569092,596374
2019-06-10,774.250000,779.000000,761.099976,765.500000,743.683105,298744
2019-06-11,769.950012,774.700012,759.900024,772.849976,750.823608,105920
2019-06-12,768.200012,771.599976,755.700012,759.450012,737.805542,143595
2019-06-13,757.049988,763.750000,751.799988,758.450012,736.834045,167877
2019-06-14,758.500000,771.900024,753.900024,762.049988,740.331421,339790
2019-06-17,762.049988,765.000000,751.799988,761.049988,739.359924,153530
2019-06-18,759.500000,768.700012,751.950012,757.250000,735.668213,206358
2019-06-19,757.250000,775.000000,751.549988,755.150024,733.628113,921794
2019-06-20,757.000000,770.099976,755.049988,761.849976,740.137085,547899
2019-06-21,756.049988,769.299988,756.049988,761.450012,739.748535,498756
2019-06-24,759.900024,760.950012,754.599976,758.049988,736.445435,184730
2019-06-25,753.000000,790.599976,753.000000,787.900024,765.444702,934058
2019-06-26,792.400024,797.250000,778.450012,784.349976,761.995850,1153751
2019-06-27,785.450012,786.599976,776.799988,782.349976,760.052856,546074
2019-06-28,782.349976,790.950012,781.299988,784.299988,761.947266,268332
2019-07-01,790.000000,798.349976,779.000000,784.849976,762.481567,350441
2019-07-02,792.000000,812.599976,780.650024,788.299988,765.833252,1158575
2019-07-03,790.000000,793.450012,783.500000,791.349976,768.796326,272845
2019-07-04,793.000000,794.400024,778.349976,780.299988,758.061279,164936
2019-07-05,784.349976,785.000000,764.099976,768.000000,746.111816,270817
2019-07-08,767.400024,775.299988,760.099976,768.549988,746.646179,291484
2019-07-09,768.549988,788.950012,765.750000,785.400024,763.015991,593525
2019-07-10,789.849976,794.000000,770.000000,774.500000,752.426575,673637
2019-07-11,775.000000,788.450012,775.000000,785.700012,763.307434,391157
2019-07-12,785.299988,794.400024,777.450012,780.500000,758.255615,510564
2019-07-15,784.400024,786.000000,770.849976,784.549988,762.190186,173499
2019-07-16,785.500000,785.950012,769.500000,771.549988,749.560669,237820
2019-07-17,775.000000,788.799988,773.299988,783.700012,761.364380,221401
2019-07-18,780.299988,786.200012,775.400024,777.299988,755.146790,176240
2019-07-19,782.000000,783.900024,752.549988,762.349976,740.622864,183491
2019-07-22,754.750000,768.400024,742.250000,756.799988,735.231018,179133
2019-07-23,757.000000,757.849976,737.599976,749.400024,728.041992,281840
2019-07-24,750.000000,763.900024,746.950012,752.700012,731.247925,313596
2019-07-25,757.400024,763.500000,753.049988,760.250000,738.582703,161568
2019-07-26,761.000000,767.049988,746.200012,752.700012,731.247925,198039
2019-07-29,750.200012,754.950012,731.349976,734.799988,713.858032,149293
2019-07-30,734.599976,744.799988,719.599976,723.299988,702.685791,216648
2019-07-31,718.500000,747.049988,714.700012,744.099976,722.893005,225624
2019-08-01,743.000000,751.700012,729.000000,748.849976,727.507629,273811
2019-08-02,743.150024,756.200012,724.200012,750.849976,729.450623,192355
2019-08-05,745.599976,753.400024,720.250000,742.450012,721.290039,389427
2019-08-06,738.200012,761.000000,738.200012,753.000000,731.539368,205580
2019-08-07,756.500000,763.200012,742.150024,743.849976,722.650085,179724
2019-08-08,746.000000,758.900024,742.750000,753.950012,732.462280,345993
2019-08-09,758.099976,776.950012,753.200012,754.650024,733.142334,270587
2019-08-13,755.000000,770.650024,737.049988,740.599976,719.492737,221579
2019-08-14,740.000000,772.000000,740.000000,763.849976,742.080078,498841
2019-08-16,758.299988,811.950012,755.900024,788.950012,766.464783,1277371
2019-08-19,793.849976,817.150024,791.049988,798.200012,775.451172,1135957
2019-08-20,800.000000,801.950012,764.450012,778.250000,756.069702,598240
2019-08-21,770.599976,784.799988,768.299988,772.950012,750.920776,370022
2019-08-22,766.000000,778.000000,750.299988,755.599976,734.065247,398894
2019-08-23,752.099976,763.150024,750.200012,756.650024,735.085327,319398
2019-08-26,771.950012,776.400024,746.799988,769.599976,747.666199,332161
2019-08-27,775.700012,783.950012,770.299988,775.750000,753.640991,280061
2019-08-28,777.000000,781.200012,762.299988,765.599976,743.780212,265699
2019-08-29,765.599976,766.000000,748.099976,756.700012,735.133911,223527
2019-08-30,760.450012,780.000000,760.000000,774.500000,752.426575,403306
2019-09-03,767.049988,798.500000,759.000000,763.049988,741.302917,676964
2019-09-04,763.099976,769.700012,751.400024,754.099976,732.607971,279879
2019-09-05,759.000000,768.000000,755.150024,764.799988,743.003052,104316
2019-09-06,768.000000,793.000000,764.000000,784.599976,762.238708,253691
2019-09-09,785.000000,811.950012,784.599976,799.950012,777.151306,731940
2019-09-11,799.000000,821.349976,798.000000,815.650024,792.403809,609057
2019-09-12,817.950012,833.000000,800.799988,805.099976,782.154480,1102402
2019-09-13,805.000000,827.000000,803.650024,824.950012,801.438782,692855
2019-09-16,822.900024,830.599976,816.349976,821.750000,798.329956,481036
2019-09-17,818.000000,838.450012,810.299988,814.599976,791.383728,1106462
2019-09-18,819.650024,824.950012,803.099976,814.700012,791.480896,529736
2019-09-19,816.500000,816.500000,795.900024,802.349976,779.482849,342618
2019-09-20,806.349976,848.900024,798.400024,841.500000,817.517090,947055
2019-09-23,848.400024,851.700012,805.250000,819.599976,796.241211,604962
2019-09-24,819.049988,823.450012,781.599976,789.650024,767.144836,847875
2019-09-25,796.000000,799.849976,768.200012,772.000000,749.997864,596881
2019-09-26,775.200012,784.200012,766.750000,776.099976,753.980957,584312
2019-09-27,776.599976,784.700012,760.000000,763.099976,741.351501,352405
2019-09-30,763.799988,765.799988,735.000000,746.049988,724.787415,405033
2019-10-01,746.099976,754.799988,725.849976,733.750000,712.837952,403484
2019-10-03,725.000000,752.849976,724.599976,749.000000,727.653320,328408
2019-10-04,755.000000,760.599976,729.000000,731.650024,710.797852,456441
2019-10-07,732.250000,742.000000,724.900024,731.000000,710.166382,230056
2019-10-09,734.650024,762.150024,729.000000,757.250000,735.668213,465310
2019-10-10,757.000000,761.849976,744.200012,756.099976,734.550964,442587
2019-10-11,757.900024,774.400024,747.099976,756.549988,734.988159,835889
2019-10-14,757.450012,778.500000,757.150024,769.500000,747.569092,365653
2019-10-15,770.000000,784.900024,769.000000,782.450012,760.150024,548331
2019-10-16,783.000000,788.950012,775.099976,782.299988,760.004272,303690
2019-10-17,782.599976,792.099976,776.549988,790.250000,767.727722,278873
2019-10-18,789.950012,816.000000,788.000000,812.650024,789.489319,662249
2019-10-22,813.950012,820.000000,798.700012,804.599976,781.668701,540980
2019-10-23,803.000000,808.400024,793.750000,797.549988,774.819641,141367
2019-10-24,801.799988,811.000000,790.099976,805.900024,782.931702,235642
2019-10-25,809.000000,815.000000,795.000000,796.549988,773.848145,275544
2019-10-27,null,null,null,null,null,null
2019-10-29,797.000000,821.000000,792.000000,810.750000,787.643494,239006
2019-10-30,819.750000,819.750000,805.500000,809.799988,786.720520,171937
2019-10-31,811.000000,815.650024,796.000000,798.299988,775.548279,290060
2019-11-01,801.950012,811.349976,798.000000,800.250000,777.442688,179150
2019-11-04,802.950012,834.650024,800.450012,825.700012,802.167419,718321
2019-11-05,832.000000,846.000000,798.000000,803.299988,780.405762,1357799
2019-11-06,806.000000,806.950012,773.549988,779.799988,757.575562,450993
2019-11-07,779.400024,786.849976,770.400024,776.650024,754.515320,231951
2019-11-08,779.000000,779.500000,764.099976,766.700012,744.848938,224536
2019-11-11,766.000000,771.599976,758.799988,768.349976,746.451843,150596
2019-11-13,766.950012,776.650024,750.000000,752.400024,730.956482,313503
2019-11-14,752.500000,768.799988,744.849976,759.150024,737.514099,442896
2019-11-15,759.000000,769.900024,748.000000,755.750000,734.210999,345704
2019-11-18,758.000000,766.500000,747.950012,761.549988,739.845642,269793
2019-11-19,763.049988,772.799988,742.000000,753.400024,731.927979,512061
2019-11-20,753.000000,763.000000,747.700012,749.700012,728.333435,272348
2019-11-21,753.400024,753.400024,737.000000,739.250000,718.181213,231683
2019-11-22,739.000000,747.599976,730.349976,745.849976,724.593079,319349
2019-11-25,749.599976,755.000000,740.549988,747.950012,726.633301,340008
2019-11-26,749.500000,754.700012,729.549988,731.799988,710.943542,296310
2019-11-27,734.200012,747.950012,734.200012,746.950012,725.661804,238266
2019-11-28,747.799988,755.000000,736.599976,749.400024,728.041992,292257
2019-11-29,749.950012,763.599976,747.500000,751.099976,729.693481,401188
2019-12-02,755.750000,769.700012,741.000000,745.549988,724.301636,511022
2019-12-03,745.200012,749.549988,731.000000,732.950012,712.060791,218827
